speed,current,duty_cycle,target_speed,timestamp
0,0.19684792504883297,0.0,0.0,1731399766.081268
0,0.22517491598084735,0.0,0.0,1731399766.0993197
0.09773026876581703,0.17658442472745084,0.0,0.0,1731399766.126204
0,0.21655168692774596,0.0,0.0,1731399766.1367493
0.04511165904703786,0.24478462456269778,0.0,0.0,1731399766.1477556
0.040957232927384735,0.22730260925239168,0.0,0.0,1731399766.1598392
0.040957232927384735,0.22730260925239168,0.0,0.0,1731399766.170927
0,0.21224079821476202,0.0,0.0,1731399766.182203
0,0.2112519285877473,0.0,0.0,1731399766.1933565
0,0.19889323171697892,0.0,0.0,1731399766.2068272
0.018396420298807958,0.19721805226333394,0.0,0.0,1731399766.2173986
0,0.21909069175957996,0.0,0.0,1731399766.230496
0,0.20305224145997391,0.0,0.0,1731399766.2451108
0,0.18727409119662367,0.0,0.0,1731399766.2592142
0,0.18727409119662367,0.0,0.0,1731399766.272335
0.05727549524860144,0.2022442956606375,0.0,0.0,1731399766.2832494
0,0.197854977345174,0.0,0.0,1731399766.2938054
0,0.2529110256080616,0.0,0.0,1731399766.3043685
0,0.19790109240979037,0.0,0.0,1731399766.3159838
0.08028503916453536,0.18032016852979116,0.0,0.0,1731399766.328465
0.11906671719555902,0.20411452926233328,0.0,0.0,1731399766.3420918
0.11906671719555902,0.20411452926233328,0.0,0.0,1731399766.3526497
0.1445780086200885,0.20829977859582166,0.0,0.0,1731399766.363531
0,0.2121821368049894,0.0,0.0,1731399766.3759136
0.07581395233731084,0.19544813083230328,0.0,0.0,1731399766.3864932
0.08053486233406096,0.20055352191488146,0.0,0.0,1731399766.398615
0,0.2068912297652588,0.0,0.0,1731399766.409185
0,0.18165355327397711,0.0,0.0,1731399766.4198062
0.00030693247247574917,0.21215379645407423,0.0,0.0,1731399766.4300187
0,0.2123591088548094,0.0,0.0,1731399766.4475338
0,0.18795829674593667,0.0,0.0,1731399766.4635396
0,0.18795829674593667,0.0,0.0,1731399766.4742146
0,0.18472290823368948,0.0,0.0,1731399766.4849625
0,0.18102977932659967,0.0,0.0,1731399766.4970276
0,0.18102977932659967,0.0,0.0,1731399766.5121114
0.003443476263246762,0.20139540504710218,0.0,0.0,1731399766.529293
0.003443476263246762,0.20139540504710218,0.0,0.0,1731399766.5408578
0.12580298142594393,0.20880147607485186,0.0,0.0,1731399766.5521731
0,0.2009184804557001,0.0,0.0,1731399766.5632322
0,0.20838590834936369,0.0,0.0,1731399766.5738482
0,0.21727120472110037,0.0,0.0,1731399766.584957
0.0677394454323557,0.21879152616831604,0.0,0.0,1731399766.595553
0,0.19442702696349176,0.0,0.0,1731399766.6082237
0,0.20035950232815988,0.0,0.0,1731399766.6187804
0.07475505512684325,0.20247546698340255,0.0,0.0,1731399766.6295123
0,0.19495598129357644,0.0,0.0,1731399766.6418307
0.07088374287791582,0.2140220317891096,0.0,0.0,1731399766.657371
0.07088374287791582,0.2140220317891096,0.0,0.0,1731399766.6681988
0.0029161003558393866,0.21349539555410882,0.0,0.0,1731399766.6784754
0.03358335095223339,0.21624400030135194,0.0,0.0,1731399766.6963062
0.005847506234298342,0.1999149646381445,0.0,0.0,1731399766.708863
0,0.22746163526198038,0.0,0.0,1731399766.719104
0,0.22746163526198038,0.0,0.0,1731399766.7297325
0,0.2101446821618809,0.0,0.0,1731399766.7410386
0.1334628030478568,0.17257851369888166,0.0,0.0,1731399766.7523367
0,0.19632251447440546,0.0,0.0,1731399766.763456
0,0.19632251447440546,0.0,0.0,1731399766.7740042
0.10701519376856368,0.20951802378949375,0.0,0.0,1731399766.7850132
0.08226662341009622,0.19660376237663044,0.0,0.0,1731399766.8060477
0.002794039382510014,0.20658258249270667,0.0,0.0,1731399766.8221164
0.002794039382510014,0.20658258249270667,0.0,0.0,1731399766.8323395
0,0.20765608139596128,0.0,0.0,1731399766.8425674
0.04897204895011828,0.1933250182729722,0.0,0.0,1731399766.853035
0,0.19500437396713596,0.0,0.0,1731399766.86357
0,0.16266519331333362,0.0,0.0,1731399766.8845115
0,0.1840584316790406,0.0,0.0,1731399766.8961933
0.10038025156667574,0.2146628342809831,0.0,0.0,1731399766.9068508
0.10598413112110841,0.19576481164365278,0.0,0.0,1731399766.9190295
0.08680412034203465,0.17764804764201797,0.0,0.0,1731399766.9303994
0,0.16510006825130874,0.0,0.0,1731399766.940947
0,0.16510006825130874,0.0,0.0,1731399766.951531
0,0.2177960076603006,0.0,0.0,1731399766.9651084
0.17087483132903675,0.2252393544581474,0.0,0.0,1731399766.9782019
0.17087483132903675,0.2252393544581474,0.0,0.0,1731399766.9887958
0,0.17993488451317607,0.0,0.0,1731399767.0021706
