timestamp,speed,current,duty_cycle
1731356134.8615012,921.0536773591614,3.041550621691208,52.36505195798821
1731356134.9440966,1027.8006951139978,2.7762589473353487,48.60017807528787
1731356134.9543414,958.4897981265967,2.302065712878212,50.677078083786576
1731356134.964525,1034.8210726071977,2.425030890387658,48.99945225736881
1731356134.9748733,1014.2149284213751,2.4813789752294566,47.549225023035
1731356134.9850333,988.5302815806751,2.281967362243337,48.948459308973504
1731356134.9951947,1022.0549569182882,2.139322258144532,47.450720084661484
1731356135.0053415,876.2285811298872,2.4689159019359788,48.774313886327235
1731356135.0158653,952.7234381104282,2.0175751108668583,49.68886936699274
1731356135.0259764,975.6084352017339,2.6765042941835486,50.040293141229
1731356135.0366123,941.7184670737817,2.2388058576957324,48.77159998283218
1731356135.0467894,977.2568367064944,2.2899814517326793,51.25948965926446
1731356135.057371,911.8836170188051,2.323381142039758,49.64378852109832
1731356135.0675619,1015.276855813406,2.713101555059496,49.43938029888445
1731356135.077751,916.6521249590501,2.5600606151150136,48.89075759679078
1731356135.088208,966.0031998820934,2.5398708895130278,53.69658575334736
1731356135.0983336,914.4971558628112,2.3133394222915213,50.658634399382805
1731356135.1088023,1031.3363079441253,2.5704395797495407,49.12678162599829
1731356135.1189883,1056.523142009555,2.6482422183025482,51.447068172892585
1731356135.1292784,1005.4035800974384,2.4098132736353706,48.575237555417246
1731356135.1397312,977.1728045183056,2.500035175313275,53.90038520793331
1731356135.1502023,1092.0819472606852,2.1480966879960963,50.215382683103755
1731356135.1603007,994.3523828100082,2.9152361124474364,46.127691800477606
1731356135.170453,971.1289605367972,2.873235333172061,50.139029681510905
1731356135.180556,864.1611843840909,2.3557216117418123,49.79753159307097
1731356135.1906192,971.1708284544043,2.659849793401922,44.52365443479009
1731356135.201136,1072.4838684962715,2.4886386154873477,51.94440716682881
1731356135.2114623,978.1634373896238,2.7622515896463815,50.58686302196856
1731356135.2216117,988.2082613326195,2.2430724493879852,49.842512073595984
1731356135.2321305,1081.5124383427126,2.7445894114496547,51.17838281685427
1731356135.2422276,1037.0090149567307,2.5778824219923324,51.054182403175744
1731356135.2524872,1103.7150692076764,2.708661972396857,49.50753719880538
1731356135.2630098,987.1131772012271,2.1538121472012737,50.008123943932155
1731356135.2730975,1033.9618997099815,2.3432153594403573,51.20004737882285
1731356135.283633,1015.8786961174643,2.4274693265253195,46.65843190274841
1731356135.2937756,999.8044648132734,2.779770809980474,48.74115804759015
1731356135.3040707,1080.9632029367465,2.439712524828929,48.022615062387935
1731356135.3142056,1016.5592288734396,2.2004846965719476,50.72827939811943
1731356135.3243093,964.1509544379393,2.6981170313989824,49.750329521204705
1731356135.3348708,931.7529625851543,2.432538734544933,51.57221014953952
