speed,current,duty_cycle,target_speed,timestamp
0.051438042476576934,0.2009835908318702,0,0.0,1731363235.1341755
0,0.22563661829912876,0,0.0,1731363235.1467457
0,0.2384655707614995,0,0.0,1731363235.1573305
0,0.1651083634063849,0,0.0,1731363235.1751833
0.04569169228556496,0.19748499127340152,0,0.0,1731363235.1857605
0,0.1690325340192685,0,0.0,1731363235.1998694
0,0.1690325340192685,0,0.0,1731363235.2104743
0.06226863479559658,0.21914803790947301,0,0.0,1731363235.2210238
0,0.21263294254873638,0,0.0,1731363235.2324266
0.025533735944545173,0.20840270519743082,0,0.0,1731363235.2442918
0.05875179813215903,0.21886962944544408,0,0.0,1731363235.2549078
0,0.2205209176064233,0,0.0,1731363235.268449
0,0.20977500135068675,0,0.0,1731363235.2805147
0,0.18366113765225509,0,0.0,1731363235.292773
0,0.20861764905515917,0,0.0,1731363235.3063738
0.040594254124416224,0.23060936993456582,0,0.0,1731363235.3214598
0,0.1900410077836655,0,0.0,1731363235.3320215
0.016798130612101787,0.2032672246185669,0,0.0,1731363235.3426256
0,0.21164792316075157,0,0.0,1731363235.3531888
0,0.20947661443220644,0,0.0,1731363235.3680396
0.03424168631940502,0.21993410301759847,0,0.0,1731363235.3801894
0.05187933478379062,0.17551705092828102,0,0.0,1731363235.390792
0.06943780059038086,0.19841127087961286,0,0.0,1731363235.4049017
0.11197555366686945,0.18869467863867162,0,0.0,1731363235.4185495
0,0.22181677323975155,0,0.0,1731363235.4288793
0,0.21267983951828545,0,0.0,1731363235.439459
0.16569267427421766,0.19238125207668325,0,0.0,1731363235.4500813
0.018868143036714153,0.23145134110485244,0,0.0,1731363235.460628
0.02365838621562348,0.18059526633128853,0,0.0,1731363235.471722
0,0.21909404419325088,0,0.0,1731363235.4825077
0,0.18109201929986127,0,0.0,1731363235.493097
0,0.2216375173135698,0,0.0,1731363235.509735
0.12711355556427276,0.19199740619276864,0,0.0,1731363235.5199194
0,0.19442799424095028,0,0.0,1731363235.5333583
0,0.1943133540102622,0,0.0,1731363235.5439115
0,0.1943133540102622,0,0.0,1731363235.5544856
0,0.20493611915529644,0,0.0,1731363235.565464
0,0.19574173488923682,0,0.0,1731363235.5760334
0.2651881377566015,0.19693123841017784,0,0.0,1731363235.5866058
0.19628524827849358,0.19182979579321646,0,0.0,1731363235.6057148
0.07560072342418146,0.17590828139382486,0,0.0,1731363235.6162622
0,0.20564094976277908,0,0.0,1731363235.6278474
0.03420498516867171,0.22483348547478268,0,0.0,1731363235.6389205
0,0.16531653598036664,0,0.0,1731363235.6495035
0,0.2052375970995545,0,0.0,1731363235.663578
