speed,current,duty_cycle,target_speed,timestamp
0,0.16446512604994912,0.0,0.0,1731357453.4141889
0,0.16446512604994912,0.0,0.0,1731357453.425215
0,0.20799483392607956,0.0,0.0,1731357453.4354334
0.02001408611065289,0.20358454705884893,0.0,0.0,1731357453.4490411
0.005888097572940085,0.1879897861311069,0.0,0.0,1731357453.4599037
0.08601443116539005,0.19836779852756128,0.0,0.0,1731357453.4702396
0.07673835406450062,0.1894211442116503,0.0,0.0,1731357453.481913
0,0.1822374699138287,0.0,0.0,1731357453.4935358
0.30206551322573777,0.2178051690456449,0.0,0.0,1731357453.5054755
0.26097292969428226,0.18898097463985278,0.0,0.0,1731357453.5155852
0.08304316101552714,0.1809158687772218,0.0,0.0,1731357453.525704
0,0.2001204858936109,0.0,0.0,1731357453.5441031
0.16839627033424442,0.20865134862371024,0.0,0.0,1731357453.554426
0,0.183968910606901,0.0,0.0,1731357453.5656404
0.02374344834349101,0.20293435918222422,0.0,0.0,1731357453.5756965
0.004617641026877165,0.17602422652103472,0.0,0.0,1731357453.586199
0,0.14775410447381024,0.0,0.0,1731357453.5983038
0,0.14775410447381024,0.0,0.0,1731357453.6088293
0.07157645202075961,0.2022559902998811,0.0,0.0,1731357453.6201384
0.07157645202075961,0.2022559902998811,0.0,0.0,1731357453.6304445
0.007221539446031357,0.20232196908411287,0.0,0.0,1731357453.640514
0,0.21617121151602617,0.0,0.0,1731357453.6526651
0,0.18237775496621367,0.0,0.0,1731357453.6639385
0,0.1972792542659468,0.0,0.0,1731357453.675408
0.17677272780148176,0.18996910874039627,0.0,0.0,1731357453.6859288
0.26619077186272755,0.24671311413005761,0.0,0.0,1731357453.6969798
0.15869627161611893,0.2276034675102235,0.0,0.0,1731357453.7140055
0,0.24063939414950708,0.0,0.0,1731357453.727049
0,0.21816978725605157,0.0,0.0,1731357453.737771
0,0.18087341399117918,0.0,0.0,1731357453.7481375
0,0.21600823257178137,0.0,0.0,1731357453.7676754
0.08249354673858962,0.1724418159171004,0.0,0.0,1731357453.7804794
0.034570346743747114,0.19350768269557028,0.0,0.0,1731357453.7913122
0,0.2032238556115309,0.0,0.0,1731357453.8014805
0,0.2032238556115309,0.0,0.0,1731357453.8120418
0,0.1690429967170053,0.0,0.0,1731357453.8226907
0.06257164436717516,0.21037685383833732,0.0,0.0,1731357453.8343909
0.006850771110086966,0.2057186435334282,0.0,0.0,1731357453.8477228
0.0337007476761489,0.17124345319867298,0.0,0.0,1731357453.8581529
0.0337007476761489,0.17124345319867298,0.0,0.0,1731357453.8694859
0,0.24560528224594766,0.0,0.0,1731357453.8808177
0,0.24560528224594766,0.0,0.0,1731357453.894067
0.00031087907149340106,0.20679078412293603,0.0,0.0,1731357453.9047277
0.03768944228902482,0.23629593341378874,0.0,0.0,1731357453.9155304
0.03768944228902482,0.23629593341378874,0.0,0.0,1731357453.9283905
0.041522932854956986,0.20656908653951636,0.0,0.0,1731357453.939964
0.07465457113499752,0.21828338779141068,0.0,0.0,1731357453.9506154
0.07353705298782298,0.20138047449331697,0.0,0.0,1731357453.967955
0.026583632217154207,0.195339921192261,0.0,0.0,1731357453.9787576
0.025935436125467184,0.19192495445443905,0.0,0.0,1731357453.991659
0.14485709929244045,0.24340048314978296,0.0,0.0,1731357454.0025566
0,0.23787297757019848,0.0,0.0,1731357454.021352
0,0.23787297757019848,0.0,0.0,1731357454.0345192
0,0.2178561902690388,0.0,0.0,1731357454.0477414
0,0.18370544283059098,0.0,0.0,1731357454.0582576
0,0.21970600771025972,0.0,0.0,1731357454.074429
0,0.21792694256048292,0.0,0.0,1731357454.0846076
0,0.24067093279521,0.0,0.0,1731357454.0951257
0,0.22617383946310682,0.0,0.0,1731357454.1059566
0,0.20928989311688323,0.0,0.0,1731357454.1170752
0,0.20166292500466954,0.0,0.0,1731357454.1293917
0.11609248082776476,0.18741933251591347,0.0,0.0,1731357454.1408896
0.11609248082776476,0.18741933251591347,0.0,0.0,1731357454.1515515
0,0.2151126151128127,0.0,0.0,1731357454.1620715
0,0.1848505766447473,0.0,0.0,1731357454.1724696
0.01945546521856035,0.21788637423793059,0.0,0.0,1731357454.1851444
0.09306483621064583,0.2148978923142394,0.0,0.0,1731357454.2005382
0.09306483621064583,0.2148978923142394,0.0,0.0,1731357454.2118762
0.01063697776892659,0.1909472599342018,0.0,0.0,1731357454.2225215
0,0.18382752567115915,0.0,0.0,1731357454.2430136
0,0.18506672315384734,0.0,0.0,1731357454.2553077
0,0.20836340339057263,0.0,0.0,1731357454.2667818
0.008645536521556675,0.21664072127377695,0.0,0.0,1731357454.2779171
0,0.2072214636113512,0.0,0.0,1731357454.2882
0.1242972757746545,0.2140241193960639,0.0,0.0,1731357454.3021066
0.0474041380513034,0.21245963164374917,0.0,0.0,1731357454.3157613
0.0474041380513034,0.21245963164374917,0.0,0.0,1731357454.329954
0,0.2083241703721701,0.0,0.0,1731357454.3409927
0.0453567534887708,0.23613816539092852,0.0,0.0,1731357454.3584688
0.168864489733579,0.21044073929064042,0.0,0.0,1731357454.3694792
0.21604126495129902,0.21253161673406482,0.0,0.0,1731357454.381521
0,0.21114159425580187,0.0,0.0,1731357454.3920348
0,0.22863283612336952,0.0,0.0,1731357454.4022837
0,0.1977364163061591,0.0,0.0,1731357454.4135418
0,0.1977364163061591,0.0,0.0,1731357454.4266095
0.0121796172013342,0.1852026351395274,0.0,0.0,1731357454.4419324
0.09612059428823638,0.21308217085373846,0.0,0.0,1731357454.4525423
0.09612059428823638,0.21308217085373846,0.0,0.0,1731357454.4641843
0,0.17381710009055457,0.0,0.0,1731357454.4758325
0.0813051156971591,0.21506203226714307,0.0,0.0,1731357454.4914124
0,0.20196405006735246,0.0,0.0,1731357454.5017486
0.007976449434629307,0.22907984175200471,0.0,0.0,1731357454.5123298
0.05268812853918965,0.20331690370620348,0.0,0.0,1731357454.522816
0.05268812853918965,0.20331690370620348,0.0,0.0,1731357454.538272
0.12909097636609482,0.19941249712223608,0.0,0.0,1731357454.5512555
0,0.2027065961466141,0.0,0.0,1731357454.5645976
0.09961382422694738,0.16439993586666787,0.0,0.0,1731357454.5748982
0.03964447350673855,0.19143057846818323,0.0,0.0,1731357454.592363
0.03964447350673855,0.19143057846818323,0.0,0.0,1731357454.6050363
0.06873949379284992,0.21186888438441998,0.0,0.0,1731357454.6155727
0,0.2114252166950552,0.0,0.0,1731357454.6261287
0.1383395037728944,0.18137416092488348,0.0,0.0,1731357454.6365182
0,0.18576039082015278,0.0,0.0,1731357454.65529
0,0.18576039082015278,0.0,0.0,1731357454.6678863
0.11637735686317492,0.19350469228375308,0.0,0.0,1731357454.6783957
0.11637735686317492,0.19350469228375308,0.0,0.0,1731357454.6896338
0,0.18532047701487053,0.0,0.0,1731357454.7060332
0.11550571334871196,0.21745980672228718,0.0,0.0,1731357454.7172494
